Sr.no,Airport Name,City,Country,Airport Code
10156,Yeysk Airport,Eysk,Russia,\N
10157,Berdyansk Airport,Berdyansk,Ukraine,ERD
10158,Blimbingsari,Banyuwangi,Indonesia,BWX
10159,Koltur,Koltur,Faroe Islands,\N
10160,Erenhot Saiwusu International Airport,Erenhot,China,ERL
10161,Shobdon Aerodrome,Shobdon,United Kingdom,\N
10162,Chino Airport,Chino,United States,CNO
10163,Kamigoto Airport,Shin-kamigoto,Japan,\N
10164,Ojika Airport,Odika,Japan,\N
10165,Chofu Airport,Tokyo,Japan,\N
10166,Hateruma Airport,Taketomi,Japan,HTR
10167,Buchs,Buchs,Switzerland,\N
10168,Sargans,Sargans,Switzerland,\N
10169,Madison County Airport,London,United States,UYF
10170,Playa Baracoa,Havana,Cuba,\N
10171,Las Brujas Airport,Cayo Santa Maria,Cuba,BWW
10172,Long Beach,Long Beach,United States,\N
10173,Digby (General Hospital) Heliport,Tremblay-en-France,France,\N
10174,Gare de Chatelet - Les Halles,Paris,France,\N
10175,Aeroport Charles de Gaulle 1,Mauregard,France,\N
10176,Gare de Saint Michel - Notre Dame,Paris,France,\N
10177,Versaille-Chateau,Versaille,France,\N
10178,Thun Airport,Thun,Switzerland,\N
10179,Mount Vernon,Mount Vernon,United States,\N
10180,Durham Amtrak Station,Durham,United States,\N
10181,Plaunt Ferry Terminal,Cheboygan,United States,\N
10182,Bois Blanc Island Ferry Terminal,Bois Blanc Island,United States,\N
10183,Bois Blanc Island Airport,Bois Blanc Island,United States,6Y1
10184,Lavrentiya Airport,Lavrentiya,Russia,\N
10185,Paso Robles Municipal Airport,Paso Robles,United States,PRB
10186,N 104 Helipad,Ulleung,South Korea,\N
10187,Tai'an,Tai'an,China,\N
10188,Phan Thiet,Phan Thiet,Vietnam,\N
10189,Gudvangen,Gudvangen,Norway,GUD
10190,Taiwan High Speed Rail Station,Hsinchu,Taiwan,\N
10191,High Speed Rail Station,Tainan,Taiwan,\N
10192,Thingvellir National Park,Selfoss,Iceland,TNP
10193,Goteborgs Centralstation,Gothenburg,Sweden,\N
10194,Stockholms Centralstation,Stockholm,Sweden,\N
10195,St Ignace Ferry Terminal,St Ignace ,United States,\N
10196,Le Port de Toulon,Toulon,France,\N
10197,Taiwan High Speed Rail Station,Taichung,Taiwan,\N
10198,Taiwan High Speed Rail Station,Chiayi,Taiwan,\N
10199,Hsinchu Station,Hsinchu,Taiwan,\N
10200,Phaya Thai Station,Bangkok,Thailand,\N
10201,Britomart Transport Centre,Auckland,New Zealand,\N
10202,Johannesburg Park Station,Johannesburg,South Africa,\N
10203,Bryan Station,Bryan,United States,\N
10204,Seoul Station,Seoul,South Korea,\N
10205,Tianjin Railway Station,Tianjin,China,\N
10206,Tianjin South Railway Station,Tianjin,China,\N
10207,Tianjin West Railway Station,Tianjin,China,\N
10208,Dongzhimen Station,Beijing,China,\N
10209,Beijing Daxing International Airport,Beijing,China,\N
10210,Kanpur Central Railway Station,Kanpur,India,\N
10211,Lucknow NR Railway Station,Lucknow,India,\N
10212,Varanasi Junction Railway Station,Varanasi,India,\N
10213,Gaya Junction Railway Station,Gaya,India,\N
10214,Sealdah Railway Station,Kolkata,India,\N
10215,Mumbai Central Railway Station,Mumbai,India,\N
10216,Bangalore City Railway Station,Bangalore,India,\N
10217,Luz Station,Sao Paulo,Brazil,\N
10218,Wien Hauptbahnhof,Vienna,Austria,\N
10219,Gare de Chartres,Chartres,France,\N
10220,Gare de Nogent-le-Rotrou,Nogent-le-Rotrou,France,\N
10221,Guilin Railway Station,Guilin,China,\N
10222,Zurich-HB,Zurich,Switzerland,\N
10223,Ogilvie Transportation Center,Chicago,United States,\N
10224,Potsdam Hauptbahnhof,Potsdam,Germany,\N
10225,Oak Park Station,Oak Park,United States,\N
10226,River Forest Station,River Forest,United States,\N
10227,Brandenburg Hbf,Brandenburg,Germany,\N
10228,Magdeburg Hbf,Magdeburg,Germany,\N
10229,Dessau Hauptbahnhof,Dessau,Germany,\N
10230,Gare de Lille Europe,Lille,France,\N
10231,Gare de Calais-Frethun,Calais,France,XFF
10232,Melrose Park Station,Melrose Park,United States,\N
10233,Bellwood Station,Bellwood,United States,\N
10234,Berkeley METRA Station,Berkeley,United States,\N
10235,Elmhurst Station,Elmhurst,United States,\N
10236,Villa Park Station,Villa Park,United States,\N
10237,Lombard Station,Lombard,United States,\N
10238,Glen Ellyn Station,Glen Ellyn,United States,\N
10239,College Avenue Station,Wheaton,United States,\N
10240,Wheaton Station,Wheaton,United States,\N
10241,Winfield Station,Winfield,United States,\N
10242,West Chicago Station,West Chicago,United States,\N
10243,Geneva Station,Geneva,United States,\N
10244,Milwaukee Intermodal Station,Milwaukee,United States,\N
10245,Pennsylvania Railroad Station,Fort Wayne,United States,\N
10246,Helsinki Central Railway Station,Helsinki,Finland,HEC
10247,Nanjing South Railway Station,Nanjing,China,NKJ
10248,Ashford International Railway Station,Ashford,United Kingdom,QDH
10249,Lucerne Railway Station,Lucerne,Switzerland,QLJ
10250,Doncaster Railway Station,Doncaster,United Kingdom,\N
10251,Leipzig Hauptbahnhof,Leipzig,Germany,XIT
10252,Niagara Falls Station,Niagara Falls,Canada,XLV
10253,Ebbsfleet International Railway Station,Ebbsfleet Valley,United Kingdom,XQE
10254,Stratford International Station,London,United Kingdom,\N
10255,Clybourn Station,Chicago,United States,\N
10256,Ravenswood Station,Chicago,United States,\N
10257,Rogers Park Station,Chicago,United States,\N
10258,Evanston Main Street Station,Evanston,United States,\N
10259,Badu Station,Keelung,Taiwan,\N
10260,Keelung Station,Keelung,Taiwan,\N
10261,Yilan Station,Yilan,Taiwan,\N
10262,Ruifang Station,Ruifang,Taiwan,\N
10263,Taoyuan Station,Taoyuan,Taiwan,\N
10264,Zhongli Station,Taoyuan,Taiwan,\N
10265,Zhunan Station,Zhunan,Taiwan,\N
10266,Miaoli Station,Miaoli,Taiwan,\N
10267,Fengyuan Station,Fengyuan,Taiwan,\N
10268,Changhua Station,Changhua,Taiwan,\N
10269,Yuanlin Station,Yuanlin,Taiwan,\N
10270,Douliu Station,Douliu,Taiwan,\N
10271,Dounan Station,Dounan,Taiwan,\N
10272,Jingtong Station,Jingtong,Taiwan,\N
10273,Jiufen Bus Station,Jiufen,Taiwan,\N
10274,Tamsui Station,Taipei,Taiwan,\N
10275,Luodong Station,Luodong,Taiwan,\N
10276,Su'ao Station,Su'ao,Taiwan,\N
10277,Yingge Station,Yingge,Taiwan,\N
10278,Banqiao Station,Banqiao,Taiwan,\N
10279,Shatin Station,Hong Kong,Hong Kong,\N
10280,Aberdeen Station,Hong Kong,Hong Kong,\N
10281,Star Ferry Pier-Central,Hong Kong,Hong Kong,\N
10282,Tsim Sha Tsui Ferry Pier,Hong Kong,Hong Kong,\N
10283,Kowloon Station-MTR,Hong Kong,Hong Kong,\N
10284,Tsing Yi Station,Hong Kong,Hong Kong,\N
10285,Olympic Station,Hong Kong,Hong Kong,\N
10286,Tung Chung Station,Hong Kong,Hong Kong,\N
10287,Futian Railway Station,Shenzhen,China,\N
10288,Marlboro Gautrain Station,Johannesburg,South Africa,\N
10289,Barajas Station,Madrid,Spain,\N
10290,Sant Cugat Station,Sant Cugat del Valles,Spain,\N
10291,Gare de Reims,Reims,France,\N
10292,Saint Paul Union Depot,Saint Paul,United States,\N
10293,Daly City BART Station,Daly City,United States,\N
10294,Yongphulla Airport,Yongphulla,Bhutan,YON
10295,Kymi Airport,Kotka,Finland,\N
10296,Elizabeth Field,Southold,United States,FID
10297,Richmond Valley Staten Island Railway Station,New York,United States,\N
10298,Grasmere Staten Island Railway Station,New York,United States,\N
10299,Bay Ridge 95th Street Station,New York,United States,\N
10300,Parkchester Station,New York,United States,\N
10301,George Washington Bridge Bus Station,New York,United States,\N
10302,Providence Station,Providence,United States,ZRV
10303,Attleboro MBTA Station,Attleboro,United States,\N
10304,North Falmouth Railroad Station,North Falmouth,United States,\N
10305,Woods Hole Railroad Station,Woods Hole,United States,\N
10306,Buzzards Bay Train Station,Buzzards Bay,United States,\N
10307,Old Saybrook Amtrak Station,Old Saybrook,United States,\N
10308,Schenectady Amtrak Station,Schenectady,United States,ZTD
10309,Danyang Railway Station,Danyang,China,DYN
10310,Tikkurila Railway Station,Helsinki,Finland,HVT
10311,Gare de Champagne-Ardenne TGV,Reims,France,XIZ
10312,Sundsvall Railway Station,Sundsvall,Sweden,XXZ
10313,Haparanda Railway Station,Haparanda,Sweden,\N
10314,Tornio Railway Station,Tornio,Finland,\N
10315,Kemi Railway Station,Kemi,Finland,\N
10316,Oulu Railway Station,Oulu,Finland,\N
10317,Vartahamnen,Stockholm,Sweden,\N
10318,Olympia Terminal,Helsinki,Finland,\N
10319,Suomenlinna,Helsinki,Finland,\N
10320,Market Square,Helsinki,Finland,\N
10321,Hangzhou East Railway Station,Hangzhou,China,\N
10322,Gare du Creusot TGV,Le Creusot,France,\N
10323,Gare de Macon Loche TGV,Macon,France,\N
10324,Gare du Nord,Mulhouse,France,\N
10325,Egerkingen Bahnhof,Egerkingen,Switzerland,\N
10326,Pratteln Bahnhof,Pratteln,Switzerland,\N
10327,Aarburg-Oftringen Bahnhof,Aarburg-Oftringen,Switzerland,\N
10328,Amersfoort Railway Station,Amersfoort,Netherlands,\N
10329,Apeldoorn Railway Station,Apeldoorn,Netherlands,\N
10330,Deventer Railway Station,Deventer,Netherlands,\N
10331,Almelo Railway Station,Almelo,Netherlands,\N
10332,Hengelo Railway Station,Hengelo,Netherlands,\N
10333,Rheine Railway Station,Rheine,Germany,\N
10334,Hilversum Railway Station,Hilversum,Netherlands,\N
10335,Amsterdam Sloterdijk,Amsterdam,Netherlands,\N
10336,Leiden Centraal,Leiden,Netherlands,\N
10337,Den Haag HS,Den Haag,Netherlands,\N
10338,Schiedam Centrum,Schiedam,Netherlands,\N
10339,Rotterdam Zuid,Rotterdam,Netherlands,\N
10340,Zwijndrecht Railway Station,Zwijndrecht,Netherlands,\N
10341,Roosendaal Railway Station,Roosendaal,Netherlands,\N
10342,Antwerpen-Luchtbal,Antwerpen,Belgium,\N
10343,Mechelen Railway Station,Mechelen,Belgium,\N
10344,Gare de Schaerbeek,Brussels,Belgium,\N
10345,Puhinui Railway Station,Auckland,New Zealand,\N
10346,Hardy Reef,Airlie Beach,Australia,\N
10347,Hamburg-Bergedorf Station,Hamburg,Germany,\N
10348,Schwarzenbek Bahnhof,Schwarzenbek,Germany,\N
10349,Buchen Bahnhof,Buchen,Germany,\N
10350,Schwanheide Bahnhof,Schwanheide,Germany,\N
10351,Boizenburg Bahnhof,Boizenburg,Germany,\N
10352,Hagenow Bahnhof,Hagenow,Germany,\N
10353,Ludwigslust Bahnhof,Ludwigslust,Germany,\N
10354,Wittenberge Bahnhof,Wittenberge,Germany,\N
10355,Neustadt Dosse Bahnhof,Neustadt,Germany,\N
10356,Falkensee Bahnhof,Falkensee,Germany,\N
10357,Spandau Bahnhof,Berlin,Germany,\N
10358,Nauen Bahnhof,Nauen,Germany,\N
10359,Westkreuz,Berlin,Germany,\N
10360,Half Moon Bay Airport,Half Moon Bay,United States,HAF
10361,Woodside Sta.,Woodside,United States,\N
10362,Ocean Beach Muni Metro Station,San Francisco,United States,\N
10363,Hechi Jinchengjiang Airport,Hechi,China,HCJ
10364,Sunshine Railway Station,Melbourne,Australia,\N
10365,Plaza de los Virreyes Station,Buenos Aires,Argentina,\N
10366,Beusselstrasse Station,Berlin,Germany,\N
10367,Fulong Station,Fulong,Taiwan,\N
10368,Nan-ao Station,Nan-ao,Taiwan,\N
10369,Genthin Bahnhof,Genthin,Germany,\N
10370,Kadina Airport,Kadina,Australia,\N
10371,General WM J Fox Airfield,Lancaster,United States,WJF
10372,Kern Valley Airport,Kernville,United States,L05
10373,Chapman River Wines Airstrip,Penneshaw,Australia,\N
10374,Wilpena Pound Resort Airstrip,Wilpena,Australia,\N
10375,Dupont-Lapeer,Lapeer  MI ,United States,D95
10376,Osloer Strasse,Berlin,Germany,\N
10377,Xinwuri Station,Taichung,Taiwan,\N
10378,Coondewanna Airport,Coondewanna,Australia,CJF
10379,Gdynia Glowna,Gdynia,Poland,\N
10380,Sopot Railway Station,Sopot,Poland,\N
10381,Marlboro Gautrain Station,Johannesburg,South Africa,\N
10382,Ershui Station,Ershui,Taiwan,\N
10383,Tianzhong Station,Tianzhong,Taiwan,\N
10384,Houli Station,Houli,Taiwan,\N
10385,Sanyi Station,Sanyi,Taiwan,\N
10386,Tongluo Station,Tongluo,Taiwan,\N
10387,Shulin Station,Taipei,Taiwan,\N
10388,Banqiao Station,Taipei,Taiwan,\N
10389,Wanhua Station,Taipei,Taiwan,\N
10390,Hukou Station,Hukou,Taiwan,\N
10391,Yangmei Station,Yangmei,Taiwan,\N
10392,Chenggong Station,Taichung,Taiwan,\N
10393,Mets Willets Point Station,New York City,United States,\N
10394,BWI Rail Station,Baltimore,United States,\N
10395,Tysons Corner Station,Washington,United States,\N
10396,Erkner Bahnhof,Erkner,Germany,\N
10397,Pankow-Heinersdorf Bahnhof,Berlin,Germany,\N
10398,Hohenschonhausen Bahnhof,Berlin,Germany,\N
10399,Wuhlheide Bahnhof,Berlin,Germany,\N
10400,Blankenfelde Bahnhof,Berlin,Germany,\N
10401,Bad Belzig Bahnhof,Bad Belzig,Germany,\N
10402,Cottbuser Bahnhof,Grossenhain,Germany,\N
10403,Pirna Bahnhof,Pirna,Germany,\N
10404,Hlavni Nadrazi,Decin,Czech Republic,\N
10405,Usti nad Labem Hlavni Nadrazi,Usti nad Labem,Czech Republic,\N
10406,Lovosice Hlavni Nad.,Lovosice,Czech Republic,\N
10407,Roudnice nad Labem Hlavni Nad.,Roudnice nad Labem,Czech Republic,\N
10408,Kralupy nad Vltavou Hlavni Nad.,Kralupy nad Vltavou,Czech Republic,\N
10409,Neustadt Bahnhof,Dresden,Germany,\N
10410,Furstenwalde Bahnhof,Furstenwalde,Germany,\N
10411,Dworzec Kolejowy,Inowroclaw,Poland,\N
10412,Bydgoszcz Glowna,Bydgoszcz,Poland,\N
10413,Dworzec PKP,Tczew,Poland,\N
10414,Dunbar Railway Station,Dunbar,United Kingdom,\N
10415,Berwick-upon-Tweed Railway Station,Berwick-upon-Tweed,United Kingdom,\N
10416,Chathill Railway Station,Chathill,United Kingdom,\N
10417,Motherwell Railway Station,Motherwell,United Kingdom,\N
10418,Wishaw Railway Station,Wishaw,United Kingdom,\N
10419,Carluke Railway Station,Carluke,United Kingdom,\N
10420,Haymarket Railway Station,Edinburgh,United Kingdom,\N
10421,Carstairs Railway Station,Carstairs,United Kingdom,\N
10422,Musselburgh Railway Station,Musselburgh,United Kingdom,\N
10423,Wallyford Railway Station,Wallyford,United Kingdom,\N
10424,Prestonpans Railway Station,Prestonpans,United Kingdom,\N
10425,Longniddry Railway Station,Longniddry,United Kingdom,\N
10426,Drem Railway Station,Drem,United Kingdom,\N
10427,North Berwick Railway Station,North Berwick,United Kingdom,\N
10428,Alnmouth Railway station,Alnmouth,United Kingdom,\N
10429,Acklington Railway Station,Acklington,United Kingdom,\N
10430,Widdrington Railway Station,Widdrington,United Kingdom,\N
10431,Pegswood Railway Station,Pegswood,United Kingdom,\N
10432,Morpeth Railway Station,Morpeth,United Kingdom,\N
10433,Cramlington Railway Station,Cramlington,United Kingdom,\N
10434,Manors Railway Station,Newcastle Upon Tyne,United Kingdom,\N
10435,Chester-le-Street Railway Station,Chester-le-Street,United Kingdom,\N
10436,Durham Railway Station,Durham,United Kingdom,\N
10437,Darlington Railway Station,Darlington,United Kingdom,\N
10438,Northallerton Railway Station,Northallerton,United Kingdom,\N
10439,Thirsk Railway Station,Thirsk,United Kingdom,\N
10440,Retford Railway Station,Retford,United Kingdom,\N
10441,North Gate Railway Station,Newark,United Kingdom,\N
10442,Grantham Railway Station,Grantham,United Kingdom,\N
10443,Huntingdon Railway Station,Huntingdon,United Kingdom,\N
10444,St. Neots Railway Station,St. Neots,United Kingdom,\N
10445,Sandy Railway Station,Sandy,United Kingdom,\N
10446,Biggleswade Railway Station,Biggleswade,United Kingdom,\N
10447,Arlesey Railway Station,Arlesey,United Kingdom,\N
10448,Hitchin Railway Station,Hitchin,United Kingdom,\N
10449,Knebworth Railway Station,Knebworth,United Kingdom,\N
10450,Welwyn North Railway Station,Welwyn,United Kingdom,\N
10451,Welwyn Garden City Railway Station,Welwyn Garden City,United Kingdom,\N
10452,Hatfield Railway Station,Hatfield,United Kingdom,\N
10453,Welham Green Railway Station,Welham Green,United Kingdom,\N
10454,Brookmans Park Railway Station,Brookmans Park,United Kingdom,\N
10455,Hadley Wood Railway Station,Hadley Wood,United Kingdom,\N
10456,New Barnet Railway Station,Barnet,United Kingdom,\N
10457,Oakleigh Park Railway Station,Oakleigh Park,United Kingdom,\N
10458,New Southgate Railway Station,Enfield,United Kingdom,\N
10459,Alexandra Palace Railway Station,Haringey,United Kingdom,\N
10460,Hornsey Railway Station,Haringey,United Kingdom,\N
10461,Harringay Railway Station,Harringay,United Kingdom,\N
10462,Ealing Broadway Station,Ealing,United Kingdom,\N
10463,West Ealing Railway Station,West Ealing,United Kingdom,\N
10464,Hanwell Railway Station,Hanwell,United Kingdom,\N
10465,Southall Railway Station,Southall,United Kingdom,\N
10466,Hayes and Harlington Railway Station,Hayes,United Kingdom,\N
10467,Heathrow Junction Railway Station,Hillingdon,United Kingdom,\N
10468,Gare TGV Haute-Picardie,Haute-Picardie,France,\N
10469,Dagenham Dock Railway Station,Dagenham,United Kingdom,\N
10470,Rainham Essex Railway Station,Rainham Essex,United Kingdom,\N
10471,63rd - CTA Station,Chicago,United States,\N
10472,Adam Benjamin Metro Center,Gary,United States,\N
10473,Harpers Ferry Train Station,Harpers Ferry,United States,\N
10474,Cumberland Amtrak Station,Cumberland,United States,\N
10475,Connellsville Amtrak Station,Connellsville,United States,\N
10476,Petersburg Amtrak,Petersburg,United States,\N
10477,Rocky Mount Amtrak Station,Rocky Mount,United States,\N
10478,Columbia Amtrak Station,Columbia,United States,\N
10479,Savannah Amtrak Station,Savannah,United States,\N
10480,Jacksonville Station,Jacksonville,United States,\N
10481,Union Station,Ocala,United States,\N
10482,Lakeland Amtrak,Lakeland,United States,\N
10483,Winter Haven Amtrak Station,Winter Haven,United States,\N
10484,Sebring Station,Sebring,United States,\N
10485,Okeechobee Amtrak Station,Okeechobee,United States,\N
10486,West Palm Beach Station,West Palm Beach,United States,\N
10487,Boynton Beach Station,Boynton Beach,United States,\N
10488,Sturtevant Amtrak Station,Sturtevant,United States,\N
10489,Battersea Park Railway Station,London,United Kingdom,\N
10490,Clapham Junction Railway Station,London,United Kingdom,\N
10491,Wandsworth Common Railway Station,London,United Kingdom,\N
10492,Balham Station,London,United Kingdom,\N
10493,Streatham Common Railway Station,London,United Kingdom,\N
10494,Norbury Railway Station,Croydon,United Kingdom,\N
10495,Thornton Heath Railway Station,Croydon,United Kingdom,\N
10496,Selhurst Railway Station,Croydon,United Kingdom,\N
10497,East Croydon Station,Croydon,United Kingdom,\N
10498,South Croydon Railway Station,Croydon,United Kingdom,\N
10499,Purley Oaks Railway Station,Croydon,United Kingdom,\N
10500,Purley Railway Station,Croydon,United Kingdom,\N
10501,Coulsdon South Railway Station,Croydon,United Kingdom,\N
10502,Merstham Railway Station,Merstham,United Kingdom,\N
10503,Redhill Railway Station,Redhill,United Kingdom,\N
10504,Earlswood Railway Station,Earlswood,United Kingdom,\N
10505,Salfords Railway Station,Salfords,United Kingdom,\N
10506,Horley Railway Station,Horley,United Kingdom,\N
10507,Gatwick Airport Railway Station,Crawley,United Kingdom,\N
10508,Acton Main Line Railway Station,London,United Kingdom,\N
10509,Heathrow Central Railway Station,Hillingdon,United Kingdom,\N
10510,Aeroport Charles de Gaulle 2 TGV,Tremblay-en-France,France,\N
10511,Orlyval Sud Station,Orly,France,\N
10512,Glasgow Airport Railway Station,Glasgow,United Kingdom,\N
10513,Brussels Airport Zaventem Railway Station,Brussels,Belgium,\N
10514,Airport - Rodalies de Catalunya,El Prat,Spain,\N
10515,Aeroporto Railway Station,Malpensa,Italy,\N
10516,Aeroporto Railway Station,Fiumicino,Italy,\N
10517,Zurich Airport Railway Station,Kloten,Switzerland,\N
10518,Airport Terminal Station,Freising,Germany,\N
10519,Flughafen Wien Railway Station,Schwechat,Austria,\N
10520,Nyugati Railway Terminal,Budapest,Hungary,\N
10521,Ferihegy Railway Station,Ferihegy,Hungary,\N
10522,Flughafen U-Bahn,Nuremberg,Germany,\N
10523,Airport Regional Station,Frankfurt,Germany,\N
10524,Dusseldorf Airport Station,Dusseldorf,Germany,\N
10525,Hamburg Airport Station,Fuhlsbuttel,Germany,\N
10526,Kastrup Airport Station,Kastrup,Denmark,\N
10527,Schonefeld Flughafen Station,Schonefeld,Germany,\N
10528,Brandenburg Airport Railway Station,Schonefeld,Germany,\N
10529,Loughborough Station,Loughborough,United Kingdom,\N
10530,Castaway Cay,Castaway Cay,Bahamas,\N
10531,Station van Leuven,Leuven,Belgium,\N
10532,Hineno Station,Izumisano,Japan,\N
10533,Mikunigaoka Station,Sakai-ku,Japan,\N
10534,Tennoji Station,Osaka,Japan,\N
10535,Shin-Imamiya Station,Osaka,Japan,\N
10536,Imamiya Station,Osaka,Japan,\N
10537,Taisho Station,Osaka,Japan,\N
10538,Bentencho Station,Osaka,Japan,\N
10539,Nishikujo Station,Osaka,Japan,\N
10540,Osaka Station,Osaka,Japan,\N
10541,Yokohama Station,Yokohama,Japan,\N
10542,Shinagawa Station,Tokyo,Japan,\N
10543,Kawasaki Station,Kawasaki,Japan,\N
10544,Guarapari Airport,Guarapari,Brazil,GUZ
10545,Ubatuba Airport,Ubatuba,Brazil,UBT
10546,Port of Algeciras,Algeciras,Spain,\N
10547,Keiseinarita Station,Narita,Japan,\N
10548,Narita Station,Narita,Japan,\N
10549,Shisui Station,Shisui,Japan,\N
10550,Sakura Station Chiba,Sakura,Japan,\N
10551,Yotsukaido Station,Yotsukaido,Japan,\N
10552,Chiba Station,Chiba,Japan,\N
10553,Tsudanuma Station,Narashino,Japan,\N
10554,Nishi-Funabashi Station,Funabashi,Japan,\N
10555,Ichikawa Station,Ichikawa,Japan,\N
10556,Kameido Station,Tokyo,Japan,\N
10557,Narita Airport Terminal 2 Station,Narita,Japan,\N
10558,Haneda Airport International Terminal Station,Tokyo,Japan,\N
10559,Haneda Airport Terminal 2 Station,Tokyo,Japan,\N
10560,Haneda Airport Terminal 1 Station,Tokyo,Japan,\N
10561,Kansai Airport Station,Tajiri,Japan,\N
10562,Incheon International Airport Station,Incheon,South Korea,\N
10563,Gimpo International Airport Station,Seoul,South Korea,\N
10564,Hong Kong International Airport Station,Hong Kong,Hong Kong,\N
10565,Hong Kong Boundary Crossing Facilities,Hong Kong,Hong Kong,\N
10566,Dulles International Airport Station,Chantilly,United States,\N
10567,Airport MBTA Station,East Boston,United States,\N
10568,Reagan National Airport Station,Arlington,United States,\N
10569,King Street-Old Town Station,Arlington,United States,\N
10570,Airport MARTA Station,Atlanta,United States,\N
10571,Peachtree Center MARTA Station,Atlanta,United States,\N
10572,Lenox MARTA Station,Atlanta,United States,\N
10573,Seattle Center Monorail,Seattle,United States,\N
10574,Westlake Center Monorail,Seattle,United States,\N
10575,WSF Terminal Pier 52,Seattle,United States,\N
10576,Court Square,New York,United States,\N
10577,Chambers Street - World Trade Center - Park Place,New York,United States,\N
10578,Secaucus Junction,Secaucus,United States,\N
10579,Prospect Ave. BMT 4th Ave. Line,New York,United States,\N
10580,Union Passenger Terminal,New Orleans,United States,\N
10581,Canal at Carondelet Streetcar Stop,New Orleans,United States,\N
10582,St. Charles at Lee Circle Streetcar Stop,New Orleans,United States,\N
10583,St. Charles at Louisiana Streetcar Stop,New Orleans,United States,\N
10584,St. Charles at Jefferson Streetcar Stop,New Orleans,United States,\N
10585,St. Charles at S. Carrollton Streetcar Stop,New Orleans,United States,\N
10586,S. Carrollton at S. Claiborne Streetcar Stop,New Orleans,United States,\N
10587,Union Station,Indianapolis,United States,\N
10588,Albion Amtrak Station,Albion,United States,\N
10589,Racine North Shore Station,Racine,United States,\N
10590,La Crosse Amtrak Station,La Crosse,United States,\N
10591,Wisconsin Dells Amtrak Station,Wisconsin Dells,United States,\N
10592,Portage Amtrak Station,Portage,United States,\N
10593,Richland Center Station,Richland Center,United States,\N
10594,SFO BART Station,Millbrae,United States,\N
10595,Embarcadero Station,San Francisco,United States,\N
10596,San Bruno BART Station,San Bruno,United States,\N
10597,Ashby BART Station,Berkeley,United States,\N
10598,Blake Knolls,Blake Knolls,United States,\N
10599,Aeropuerto T4 Madrid Metro,Madrid,Spain,\N
10600,Barajas Station Madrid Metro,Barajas,Spain,\N
10601,St. Polten Hauptbahnhof,St. Polten,Austria,\N
10602,Bahnhof Amstetten,Amstetten,Austria,\N
10603,Linz Hauptbahnhof,Linz,Austria,\N
10604,Wels Hauptbahnhof,Wels,Austria,\N
10605,Bahnhof Attnang-Puchheim,Attnang-Puchheim,Austria,\N
10606,Innsbruck Hauptbahnhof,Innsbruck,Austria,\N
10607,Bahnhof Bludenz,Bludenz,Austria,\N
10608,Bahnhof Feldkirch,Feldkirch,Austria,\N
10609,Buchs SG Bahnhof,Buchs SG,Switzerland,\N
10610,Bahnhof Sargans,Sargans,Switzerland,\N
10611,Ali Air Base,Nasiriyah,Iraq,\N
10612,Yangcheng Lake Railway Station,Kunshan,China,\N
10613,Huaqiao Railway Station,Kunshan,China,\N
10614,Anting North Railway Station,Jiading,China,\N
10615,Nanxiang North Railway Station,Jiading,China,\N
10616,Shanghai West Railway Station,Shanghai,China,\N
10617,Ota Air Base,Ota,Portugal,\N
10618,Borroloola Airport,Borroloola,Australia,BOX
10619,Songjiang South Railway Station,Shanghai,China,\N
10620,Jinshan North Railway Station,Jinshan,China,\N
10621,Jiashan South Railway Station,Jiashan,China,\N
10622,Jiaxing South Railway Station,Jiaxing,China,\N
10623,Tongxiang Railway Station,Tongxiang,China,\N
10624,Haining West Railway Station,Haining,China,\N
10625,Yuhang Railway Station,Hangzhou,China,\N
10626,Hangzhou South Railway Station,Hangzhou,China,\N
10627,Suvarnabhumi Station,Bangkok,Thailand,\N
10628,Lat Krabang Station,Bangkok,Thailand,\N
10629,Ban Thap Chang Station,Bangkok,Thailand,\N
10630,Hua Mak Station,Bangkok,Thailand,\N
10631,Ramkhamhaeng Station,Bangkok,Thailand,\N
10632,City Air Terminal,Bangkok,Thailand,\N
10633,Ratchaprarop Station,Bangkok,Thailand,\N
10634,Tambo Int'l. Airport Gautrain Station,Kempton Park,South Africa,\N
10635,Rhodesfield Gautrain Station,Kempton Park,South Africa,\N
10636,Sandton Gautrain Station,Johannesburg,South Africa,\N
10637,Rosebank Gautrain Station,Johannesburg,South Africa,\N
10638,Sydney International Airport Station,Mascot,Australia,\N
10639,Sydney Domestic Airport Station,Mascot,Australia,\N
10640,Mascot Railway Station,Mascot,Australia,\N
10641,Green Square Railway Station,Green Square,Australia,\N
10642,Mangonia Park Station,Mangonia Park,United States,\N
10643,Lake Worth Station,Lake Worth,United States,\N
10644,Delray Beach Station,Delray Beach,United States,\N
10645,Boca Raton Station,Boca Raton,United States,\N
10646,New London Union Station,New London,United States,\N
10647,Howrah Junction Railway Station,Howrah,India,\N
10648,Asansol Railway Station,Asansol,India,\N
10649,Mughalsarai Junction Railway Station,Mughalsarai,India,\N
10650,Allahabad Junction Railway Station,Allahabad,India,\N
10651,Delhi Airport Metro Station,Delhi,India,\N
10652,Delhi Aerocity Metro Station,Delhi,India,\N
10653,Dhaula Kuan Metro Station,Delhi,India,\N
10654,Shivaji Stadium Metro Station,Delhi,India,\N
10655,Santacruz Railway Station,Mumbai,India,\N
10656,Airport Road Metro Station,Mumbai,India,\N
